target,task,model,metric,point,ci_lo,ci_hi,p_value,n
SSPG,regression,XGBoost,R2,0.5445051609159117,0.36331392069907537,0.6733665700195063,0.004975124378109453,59
SSPG,regression,XGBoost,RMSE,43.20069892546075,36.707506340649786,49.37261970566381,0.004975124378109453,59
SSPG,regression,XGBoost,Pearson,0.7387539424967703,0.6261030341701921,0.8281503491020714,0.004975124378109453,59
SSPG,regression,Ridge,R2,0.1114642493982193,-0.8187028161334461,0.603853302132816,0.004975124378109453,59
SSPG,regression,Ridge,RMSE,60.337386665978244,40.01412668136765,85.33649850158686,0.004975124378109453,59
SSPG,regression,Ridge,Pearson,0.5064614760662507,0.1837806211519498,0.7866271653873284,0.004975124378109453,59
IRIS,classification,Ridge,AUROC,0.9421296296296297,0.8732572217955283,0.9926346963846964,0.004975124378109453,59
IRIS,classification,Ridge,F1,0.8975694444444444,0.8108766827626573,0.9660138248847927,0.004975124378109453,59
